Nombre del Producto,Identificador (No Cambiar),Es un Servicio,Se Vende,Descripción,Categoría,Marca,Unidad de Venta,Código de Barras,SKU,Variantes de Tamaño,Variantes de Color,Variantes de Material,Variantes de Estilo,Usa Lotes,Lote,Fabricación del Lote,Caducidad del Lote,Utiliza Stock,Stock Total ,Stock Mínimo ,Stock Apartado ,Ubicación ,Precio Público,Precio PERSONAL,Precio DESCUENTO PROMOCION,Costo,Impuestos,IVA,IEPS,Clave SAT,Receta Médica,Catálogo en Línea
COMPLEJO B (TIAMINA/PIRIDOXINA/CIANOCOBALAMINA 100MG/50MG/10MG) INYECTABLE (COMBEDI),tiamina-piridoxina-cianocobalamina-100mg-50mg-10mg-inyectable,No,Si,AMSA- (COMBEDI),MEDICAMENTO,AMSA,Unidad,7501349029019,,,,,,Si,B25S005,,01/09/2027,Si,2.00,,0.00,,$ 165.00,$ 66.00,,$ 65.79,No,,,,No,Si
COMPLEJO B-DEXAMETASONA-LIDOCAINA (TRIBEDOCE-DX) INYECTABLE ,complejo-b-dexametasona-lidocaina-tribedoce-dx-inyectable,No,Si,BRULART,MEDICAMENTO,BRULUART,Unidad,7501537103422,,,,,,Si,,,,Si,0.00,,,,$ 165.00,$ 62.00,,$ 61.69,No,,,,No,Si
COLLARIN CERVICAL BLANTO BAJO,collarin-cervical-blanto-bajo,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,1.00,0.00,,,$ 185.00,,,$ 91.86,No,,,,No,Si
COLLARIN CERVICAL BLANDO ALTO,collarin-cervical-blando-alto,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,1.00,0.00,,,$ 210.00,,,$ 103.58,No,,,,No,Si
COLAGENO HIDROLIZADO-VITAMINA C TABLETAS,colageno-hidrolizadovitamina-c-tabletas,No,Si,BIOMIRAL,MEDICAMENTO,,Unidad,7503181041556,,,,,,Si,,,,Si,0.00,,,,$ 155.00,$ 74.00,,$ 73.88,No,,,,No,Si
COLAGENO HIDROLIZADO 700MCG TABLETA,colageno-hidrolizado-700mcg-tableta,No,Si,NATUREX,MEDICAMENTO,,Unidad,7502009741524,,,,,,Si,244912,,01/08/2026,Si,1.00,,0.00,,$ 135.00,$ 50.00,,$ 49.40,No,,,,No,Si
CLOXINATO DE LISINA/ HIOSCINA 250MG/10MG TABLETA,cloxinato-de-lisina-hioscina-250mg-10mg-tableta,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009741487,,,,,,Si,255302,,01/09/2027,Si,4.00,,0.00,,$ 145.00,$ 59.00,,$ 58.89,No,,,,No,Si
CLOXINATO DE LISINA/ HIOSCINA 250MG/10MG TABLETA,cloxinato-de-lisina-hioscina-250mg-10mg-tableta_2,No,Si,RAYERE,MEDICAMENTO,RAYERE,Unidad,7502003386141,,,,,,Si,,,,Si,0.00,,,,$ 145.00,$ 66.00,,$ 65.79,No,,,,No,Si
CLOTRIMAZOL 2% CREMA VAGINAL,clotrimazol-2-crema-vaginal,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009740374,,,,,,Si,252461,,01/05/2027,Si,0.00,,0.00,,$ 105.00,$ 35.00,,$ 34.69,No,,,,No,Si
CLOTRIMAZOL 2% CREMA VAGINAL,clotrimazol-2-crema-vaginal,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009740374,,,,,,Si,255679,,01/10/2027,Si,0.00,,0.00,,$ 105.00,$ 35.00,,$ 34.69,No,,,,No,Si
CLOTRIMAZOL 2.0% CREMA V,clotrimazol-20-crema-v,No,Si,,MEDICAMENTO,SON´S,Unidad,7502001165984,,,,,,Si,2582170,,01/08/2027,Si,1.00,,0.00,,$ 105.00,$ 36.00,,$ 35.29,No,,,,No,Si
CLOTRIMAZOL 2.0% CREMA ,clotrimazol-20-crema,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573906407,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 23.00,,$ 22.29,No,,,,No,Si
CLOTRIMAZOL 200MG OVULO ,clotrimazol-200mg-ovulo,No,Si,SON'S,MEDICAMENTO,,Unidad,7502001164376,,,,,,Si,,,,Si,0.00,,,,$ 120.00,$ 51.00,,$ 50.89,No,,,,No,Si
CLORURO DE SODIO  500 ML SOLUCION,cloruro-de-sodio-09-500-ml-solucion,No,Si,PISA,MATERIAL DE CURACION,,Unidad,7501125100123,,,,,,No,,,,Si,1.00,0.00,,,$ 100.00,$ 31.00,,$ 30.49,No,,,,No,Si
CLORURO DE SODIO 250 ML SOLUCION,cloruro-de-sodio-solucion-250-ml,No,Si,NEOLPHARMA,MATERIAL DE CURACION,,Unidad,7501384544577,,,,,,No,,,,Si,1.00,0.00,,,$ 80.00,$ 25.00,,$ 24.69,No,,,,No,Si
CLORURO DE SODIO  1000ML SOLUCION,cloruro-de-sodio-solucion-1000ml,No,Si,,MATERIAL DE CURACION,PiSA,Unidad,7501125100130,,,,,,No,,,,Si,0.00,0.00,,,$ 120.00,$ 41.00,,$ 40.29,No,,,,No,Si
CLORURO DE SODIO 0.9% 100 ML SOLUCION,cloruro-de-sodio-09,No,Si,BIOGALENIC,MATERIAL DE CURACION,,Unidad,7501125198373,,,,,,No,,,,Si,0.00,0.00,,,$ 60.00,$ 24.50,,$ 24.19,No,,,,No,Si
CLORTALIDONA 50MG TABLETA,clortalidona-50mg-tableta,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075713152,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 18.00,,$ 17.39,No,,,,No,Si
CLOROQUINA 150MG TABLETA,cloroquina-150mg-tableta,No,Si,APOTEX,MEDICAMENTO,,Unidad,7501277032860,,,,,,Si,,,,Si,0.00,,,,$ 150.00,$ 60.00,,$ 60.00,No,,,,No,Si
CLOROPIRAMINA 20MG/2ML SOLUCION INYECTABLE,cloropiramina-20mg2ml-solucion-inyectable,No,Si,AVAPENA,MEDICAMENTO,,Unidad,,,,,,,No,,,,Si,1.00,,,,$ 115.00,$ 76.00,,$ 75.40,No,,,,No,Si
CLORFENAMINA 50MG/100ML JARABE,clorfenamina-50mg-100ml-jarabe,No,Si,DEGORT'S CHEMICAL,MEDICAMENTO,,Unidad,7501825300120,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 12.00,,$ 11.30,No,,,,No,Si
CLORANFENICOL 5MG/ML SOLUCION (GOTAS),cloranfenicol-5mgml-solucion-gotas,No,Si,,MEDICAMENTO,OFFENBACH,Unidad,7502004401225,,,,,,Si,179084,,14/09/2026,Si,1.00,,0.00,,$ 115.00,$ 49.00,,$ 48.59,No,,,,No,Si
CLORANFENICOL 0.5% SOLUION OFTALMICA,cloranfenicol-0-5-soluion-oftalmica,No,Si,ALVASRTIS PHARMA,MEDICAMENTO,,Unidad,7502004401805,,,,,,Si,,,,Si,0.00,,,,$ 115.00,$ 46.00,,$ 45.19,No,,,,No,Si
CLOPIDROGEL 75MG TABLETA,clopidrogel-75mg-tableta,No,Si,SOLARA,MEDICAMENTO,,Unidad,7502209850316,,,,,,Si,,,,Si,0.00,,,,$ 190.00,$ 47.00,,$ 46.34,No,,,,No,Si
CLOPIDROGEL 75MG TABLETA,clopidrogel-75mg-tableta_2,No,Si,ULTRA,MEDICAMENTO,,Unidad,7502216797086,,,,,,Si,,,,Si,0.00,,,,$ 190.00,$ 85.00,,$ 84.99,No,,,,No,Si
CLOPIDOGREL 75MG TABLETA,clopidogrel-75mg-tableta,No,Si,ULTRA,MEDICAMENTO,,Unidad,7502216797079,,,,,,Si,,,,Si,0.00,,,,$ 190.00,$ 53.00,,$ 52.59,No,,,,No,Si
CLONAZEPAM 2MG TABLETA,clonazepam-2mg-tableta,No,Si,PSICOFARMA,PATENTE,,Unidad,7501384502430,,,,,,Si,,,,Si,0.00,,,,$ 280.00,$ 100.00,,$ 100.00,No,,,,No,Si
CLONAZEPAM 2.5MG/1ML SOLUCION,clonazepam-2-5mg-1ml-solucion,No,Si,PSICOFARMA,PATENTE,,Unidad,7501384502423,,,,,,Si,,,,Si,0.00,,,,$ 300.00,$ 150.00,,$ 150.00,No,,,,No,Si
CLIOQUINOL/ FLUOCINOLONA 3G/0.01G/100G CREMA,clioquinol-fluocinolona-3g-0-01g-100g-crema,No,Si,SON'S,MEDICAMENTO,SON´S,Unidad,7502001161511,,,,,,Si,25061725,,01/06/2027,Si,2.00,,0.00,,$ 100.00,$ 29.00,,$ 28.89,No,,,,No,Si
CLINDAMICINA/ KETOCONAZOL 2G/8G/100G CREMA,clindamicina-ketoconazol-2g-8g-100g-crema,No,Si,MAVI,MEDICAMENTO,MAVI,Unidad,785118752941,,,,,,Si,5H1515,,01/08/2027,Si,4.00,,0.00,,$ 190.00,$ 73.00,,$ 72.39,No,,,,No,Si
CLINDAMICINA/ KETOCONAZOL 100MG/400MG OVULO,clindamicina-ketoconazol-100mg-400mg-ovulo,No,Si,SON'S,MEDICAMENTO,,Unidad,7502001166110,,,,,,Si,,,,Si,0.00,,,,$ 220.00,$ 72.00,,$ 71.41,No,,,,No,Si
CLINDAMICINA/ KETOCONAZOL 100MG/ 400MG OVULO,clindamicina-ketoconazol-100mg-400mg-ovulo_2,No,Si,RUSSEK,MEDICAMENTO,LOEFFLER,Unidad,7502211784272,,,,,,Si,R2505616,,01/05/2027,Si,0.00,,0.00,,$ 225.00,$ 67.00,,$ 66.09,No,,,,No,Si
CLINDAMICINA/ KETOCONAZOL 100MG/ 400MG OVULO,clindamicina-ketoconazol-100mg-400mg-ovulo_2,No,Si,RUSSEK,MEDICAMENTO,LOEFFLER,Unidad,7502211784272,,,,,,Si,R2507949,,01/07/2027,Si,2.00,,0.00,,$ 225.00,$ 67.00,,$ 66.09,No,,,,No,Si
CLINDAMICINA 300mg CAPSULAS,clindamicina-300mg-capsulas,No,Si,ULTRA,ANTIBIOTICO,,Unidad,7502216807754,,,,,,Si,,,,Si,0.00,,,,$ 150.00,$ 50.00,,$ 49.09,No,,,,No,Si
CLINDAMICINA 300MG CAPSULA (10),clindamicina-300mg-capsula_2,No,Si,RAAM,ANTIBIOTICO,RAAM,Unidad,7502227870228,,,,,,Si,RFS523,,01/10/2027,Si,2.00,,0.00,,$ 150.00,$ 32.00,,$ 31.19,No,,,,Si,Si
CLINDAMICINA 300MG CAPSULA,clindamicina-300mg-capsula,No,Si,MAVER,ANTIBIOTICO,,Unidad,7502009740558,,,,,,Si,,,,Si,0.00,,,,$ 150.00,$ 43.00,,$ 40.99,No,,,,Si,Si
CLINDAMICINA 300mg CAPSULA,clindamicina-300mg-capsula_3,No,Si,AMSA,ANTIBIOTICO,,Unidad,7501349020788,,,,,,Si,,,,Si,0.00,,,,$ 150.00,$ 40.00,,$ 39.69,No,,,,Si,Si
CLINDAMICINA 1G GEL,clindamicina-1g-gel,No,Si,MAVI,ANTIBIOTICO,,Unidad,785118752415,,,,,,Si,3E0886,,01/05/2026,Si,2.00,,0.00,,$ 90.00,$ 28.00,,$ 27.69,No,,,,Si,Si
CLARITROMICINA  500MG TABLETA,claritromicina-500mg-tableta,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7502009740510,,,,,,Si,246348,,10/10/2026,Si,2.00,,0.00,,$ 185.00,$ 62.00,,$ 60.99,No,,,,Si,Si
CLARITROMICINA 250 MG TABLETA (10),claritromicina-tab-250-mg,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7502009740442,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 47.00,,$ 46.89,No,,,,Si,Si
CLARITROMICINA 250MG TABLETA,claritromicina-250mg-tableta,No,Si,BIOMEP,ANTIBIOTICO,,Unidad,7501573900573,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 20.00,,$ 20.00,No,,,,Si,Si
CLARITROMICINA 250MG/5ML SUSPENSION ,claritromicina-250mg-5ml-suspension,No,Si,MAVI,ANTIBIOTICO,MAVI,Unidad,785118752347,,,,,,Si,,,,Si,0.00,,,,$ 240.00,$ 90.00,,$ 89.09,No,,,,Si,Si
CITRATO DE POTASIO/ ACIDO CITRICO 30G-5G/100ML SOLUCION,citrato-de-potasio-acido-citrico-30g-5g-100ml-solucion,No,Si,MAVER- (ZUROLIX),MEDICAMENTO,MAVER,Unidad,7502009747199,,,,,,Si,255536,,01/10/2027,Si,3.00,,0.00,,$ 185.00,$ 66.00,,$ 65.99,No,,,,No,Si
CISAPRIDA 10MG TABLETA ,cisaprida-10mg-tableta,No,Si,MAVER,MEDICAMENTO,,Unidad,7503000422191,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 30.00,,$ 30.00,No,,,,No,Si
CIPROFLOXACINO 500MG TABLETA(14),ciprofloxacino-500mg-tableta-14,No,Si,AMSA- (CON 14 TABLETAS),ANTIBIOTICO,AMSA,Unidad,7501349021532,,,,,,Si,U25T044,,01/10/2027,Si,5.00,,0.00,,$ 105.00,$ 24.00,,$ 23.89,No,,,,Si,Si
CIPROFLOXACINO 500MG TABLETA(12),ciprofloxacino-500mg-tableta-12,No,Si,BIOMEP- (CON 12 TABLETA),ANTIBIOTICO,,Unidad,7501573900955,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 19.00,,$ 18.99,No,,,,Si,Si
CIPROFLOXACINO 500MG TABLETA (12),ciprofloxacino-500mg-tableta-12_2,No,Si,,ANTIBIOTICO,ULTRA,Unidad,7502216807747,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 26.00,,$ 25.69,Si,16%,No aplica,,Si,Si
CINTA MICROPOROSA,cintha-microporosa,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,1.00,0.00,,,$ 45.00,$ 13.00,,$ 12.63,No,,,,No,Si
CINITAPRIDA 1MG COMPRIMIDOS,cinitaprida-1mg-comprimidos,No,Si,AVIVIA,MEDICAMENTO,RAAM,Unidad,7502216804722,,,,,,Si,RMR087,,01/03/2027,Si,0.00,,0.00,,$ 100.00,$ 17.00,,$ 16.49,No,,,,No,Si
CINITAPRIDA 1MG COMPRIMIDO,cinitaprida-1mg-comprimido,No,Si,AMSA,MEDICAMENTO,,Unidad,7501349027312,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 26.00,,$ 26.09,No,,,,No,Si
CINITAPRIDA 1MG COMPRIMIDO,cinitaprida-1mg-comprimido_2,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009745874,,,,,,Si,253416,,01/07/2028,Si,4.00,,0.00,,$ 100.00,$ 22.00,,$ 21.09,No,,,,No,Si
CINITAPRIDA 1MG COMPRIMIDO,cinitaprida-1mg-comprimido_3,No,Si,ULTRA,MEDICAMENTO,,Unidad,7502216793934,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 28.00,,$ 27.99,No,,,,No,Si
CINARIZINA 75MG TABLETA (60),cinarizina-75mg-tableta_2,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216796379,,,,,,Si,4MM013A,,01/12/2026,Si,1.00,,0.00,,$ 115.00,$ 44.00,,$ 43.99,No,,,,No,Si
CINARIZINA 75MG TABLETA (60),cinarizina-75mg-tableta_2,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216796379,,,,,,Si,5HM390A,,01/08/2027,Si,0.00,,0.00,,$ 115.00,$ 44.00,,$ 43.99,No,,,,No,Si
CINARIZINA 75 MG TABLETA,cinarizina-75-mg-tabs-venoxil,No,Si,MAVI,MEDICAMENTO,MAVI,Unidad,785120754254,,,,,,Si,5h1423,,01/08/2028,Si,3.00,,0.00,,$ 115.00,$ 43.00,,$ 42.19,No,,,,No,Si
CETIRIZINA 10MG TABLETA,cetirizina-10mg-tableta,No,Si,SERRAL ,MEDICAMENTO,SERRAL,Unidad,7501258205863,,,,,,Si,240581,,01/03/2026,Si,1.00,,0.00,,$ 95.00,$ 40.00,,$ 39.99,No,,,,No,Si
CETIRIZINA 10MG TABLETA,cetirizina-10mg-tableta_2,No,Si,,MEDICAMENTO,,Unidad,7502227872123,,,,,,Si,RRC137,,01/12/2025,Si,0.00,,0.00,,$ 95.00,,,$ 40.00,Si,16%,No aplica,,No,Si
CELECOXIB 200MG CAPSULAS (30),celecoxib-200mg-capsulas_2,No,Si,,MEDICAMENTO,ULTRA,Unidad,7502216805385,,,,,,Si,,,,Si,0.00,,,,$ 295.00,$ 120.00,,$ 120.00,Si,16%,No aplica,,No,Si
CELECOXIB 200MG  CAPSULAS (20),celecoxib-200mg-capsulas,No,Si,ULTRA LABORATORIO,MEDICAMENTO,ULTRA,Unidad,7502216805378,,,,,,Si,5JM403A,,01/09/2027,Si,1.00,,0.00,,$ 275.00,$ 62.00,,$ 61.09,No,,,,No,Si
CELECOXIB 200mg CAPSULAS (20),celecoxib-200mg-capsulas-20,No,Si,AVIVIA,MEDICAMENTO,,Unidad,7502216805583,,,,,,Si,,,,Si,0.00,,,,$ 275.00,$ 115.00,,$ 114.69,No,,,,No,Si
CELECOXIB 200MG CAPSULAS (10),celecoxib,No,Si,AVIVIA,MEDICAMENTO,,Unidad,7502216805576,,,,,,Si,,,,Si,0.00,,,,$ 145.00,$ 60.00,,$ 59.76,Si,16%,No aplica,,No,Si
CELECOXIB 200 MG CAPSULA (10),celecoxib-200-mg-10,No,Si,ULTRA LABORATORIO,MEDICAMENTO,,Unidad,7502216790247,,,,,,Si,,,,Si,0.00,,,,$ 145.00,$ 58.00,,$ 57.89,No,,,,No,Si
CELECOXIB 200MG (10) CAPSULA ,celecoxib-200mg-capsula,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216805361,,,,,,Si,5HM159A,,01/08/2027,Si,1.00,,0.00,,$ 145.00,$ 25.00,,$ 24.49,No,,,,No,Si
CELECOXIB 200MG (10) CAPSULA,celecoxib-200mg-capsula_2,No,Si,MAVER,MEDICAMENTO,,Unidad,7502009746406,,,,,,Si,,,,Si,0.00,,,,$ 145.00,$ 71.00,,$ 70.39,No,,,,No,Si
CEFUROXIMA 500MG TABLETA,cefuroxima-500mg-tableta,No,Si,MAVER,ANTIBIOTICO,,Unidad,7502009745126,,,,,,Si,243596,,01/06/2026,Si,3.00,,0.00,,$ 280.00,$ 133.00,,$ 132.41,No,,,,Si,Si
CEFUROXIMA 250MG/5ML SUSPENSION,cefuroxima-250mg-5ml-suspension,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009741296,,,,,,Si,242214,,01/04/2026,Si,2.00,,0.00,,$ 195.00,$ 72.00,,$ 72.09,No,,,,Si,Si
CEFTRIAXONA 500MG SOLUCION INYECTABLE,ceftriaxona-500mg-solucion-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349011007,,,,,,Si,,,,Si,0.00,,,,$ 90.00,$ 25.00,,$ 24.49,No,,,,Si,Si
CEFTRIAXONA 1G SOLUCION INYECTABLE INTRAVENOSA,ceftriaxona-1g-solucion-inyectable-intravenosa,No,Si,AMSA,ANTIBIOTICO,,Unidad,7501349022010,,,,,,Si,,,,Si,0.00,,,,$ 115.00,$ 32.00,,$ 31.49,No,,,,Si,Si
CEFTRIAXONA 1 G SOLUCION INYECTABLE,ceftriaxona-1-g-solucion-inyectable,No,Si,AMSA,ANTIBIOTICO,,Unidad,7501349022461,,,,,,Si,,,,Si,0.00,,,,$ 115.00,$ 25.00,,$ 24.59,No,,,,Si,Si
CEFTRIAXONA 1GR SOLUCION INYECTABLE,ceftriaxona-1gr-iny,No,Si,QILU PHARMACEUTICAL,ANTIBIOTICO,BRULUAGSA,Unidad,7502208891228,,,,,,Si,5060878,,13/03/2027,Si,4.00,,0.00,,$ 115.00,$ 24.00,,$ 23.09,No,,,,Si,Si
CEFOTAXIMA 1G SOLUCION INYECTABLE,cefotaxima-1g-solucion-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349022515,,,,,,Si,J25Y077,,01/05/2027,Si,6.00,,0.00,,$ 120.00,$ 31.00,,$ 30.99,No,,,,Si,Si
CEFOTAXIMA 1G SOLUCION INYECTABLE,cefotaxima-1g-solucion-inyectable_2,No,Si,QILU PHARMACEITICAL,ANTIBIOTICO,,Unidad,7506022320872,,,,,,Si,,,,Si,0.00,,,,$ 120.00,$ 36.00,,$ 35.62,No,,,,Si,Si
CEFIXIMA 400MG CAPSULA(6),cefixima-400mg-capsula-6,No,Si,MAVER- CON 6 CAPSULAS,ANTIBIOTICO,,Unidad,7502009746253,,,,,,Si,,,,Si,0.00,,,,$ 255.00,$ 124.00,,$ 143.39,No,,,,Si,Si
CEFIXIMA 400MG CAPSULA(3),cefixima-400mg-capsula-3,No,Si,MAVER- (CON 3 CAPSULA),ANTIBIOTICO,MAVER,Unidad,7502009745928,,,,,,Si,,,,Si,0.00,,,,$ 190.00,$ 86.00,,$ 85.09,No,,,,Si,Si
CEFIXIMA 100MG/5ML SUSPENSION,cefixima-100mg-5ml-suspension,No,Si,MAVER,ANTIBIOTICO,,Unidad,7502009745737,,,,,,Si,243251,,01/05/2026,Si,0.00,,0.00,,$ 225.00,$ 101.00,,$ 100.90,No,,,,Si,Si
CEFIXIMA 100MG/5ML SUSPENSION,cefixima-100mg-5ml-suspension_2,No,Si,BRULUAGSA,ANTIBIOTICO,,Unidad,7502208894601,,,,,,Si,,,,Si,0.00,,,,$ 225.00,$ 98.00,,$ 97.14,No,,,,Si,Si
CEFALEXINA 50O MG CAPSULA (20),cefalexina-500mg-tableta,No,Si,MAVER,ANTIBIOTICO,AMSA,Unidad,7501349021181,,,,,,Si,J25E015,,01/01/2027,Si,0.00,,0.00,,$ 165.00,$ 41.00,,$ 40.89,No,,,,Si,Si
CEFALEXINA 500MG TABLETA (20),cefalexina-500mg-tableta-20,No,Si,,ANTIBIOTICO,MAVER,Unidad,7502009745607,,,,,,Si,255117,,01/09/2027,Si,4.00,,0.00,,$ 165.00,$ 38.00,,$ 37.79,No,,,,Si,Si
CEFALEXINA 500MG CAPSULA (20),cefalexina-500mg-capsula,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7502009740480,,,,,,Si,254967,,01/09/2028,Si,0.00,,0.00,,$ 165.00,$ 47.00,,$ 45.49,No,,,,Si,Si
CEFALEXINA 500MG CAPSULA (12),cefalexina-500mg-capsula-12,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7503000422863,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 38.00,,$ 37.29,No,,,,Si,Si
CEFALEXINA 250MG/5ML SUSPENSION ,cefalexina-250mg-5ml-suspension_2,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7503000422627,,,,,,Si,252309,,01/05/2027,Si,0.00,,0.00,,$ 185.00,$ 36.00,,$ 35.29,No,,,,Si,Si
CEFALEXINA 250MG/5ML SUSPENSION,cefalexina-250mg-5ml-suspension,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7502009743627,,,,,,Si,255624,,01/10/2027,Si,1.00,,0.00,,$ 185.00,$ 36.00,,$ 32.49,No,,,,Si,Si
CEFACLOR 250MG/5ML SUSPENSION,cefaclor-250mg-5ml-suspension,No,Si,MAVER,ANTIBIOTICO,,Unidad,7502009741050,,,,,,Si,,,,Si,0.00,,,,$ 185.00,$ 44.00,,$ 43.96,No,,,,Si,Si
CATETER PERIFERICO C/U PUNZOCAT,punzocat-c-u,No,Si,,MATERIAL DE CURACION,,Unidad,7501128127134,,,,,,No,,,,Si,14.00,,,,$ 75.00,$ 20.00,,$ 20.00,No,,,,No,Si
CASTAÑA DE INDIAS GEL (VANESIR 200G) ,vanesir-200g-gel,No,Si,FARMIRAL,MEDICAMENTO,FARMIRAL,Unidad,7503020089206,,,,,,Si,G25001,,01/01/2028,Si,2.00,,0.00,,$ 250.00,$ 80.00,,$ 79.69,No,,,,No,Si
CASTAÑA DE INDIAS GEL (FLAUSIVER 100G) ,flausiver-gel,No,Si,,MEDICAMENTO,BELABEL,Unidad,7502009748929,,,,,,Si,,,,Si,0.00,,,,$ 130.00,$ 46.00,,$ 45.46,No,,,,No,Si
CARISOPRODOL-NAPROXENO  200mg/250mg CAPSULAS (30),carisoprodol-naproxeno-200mg250mg-capsulas-30,No,Si,MD LIFERPAL,MEDICAMENTO,,Unidad,7501836003140,,,,,,Si,,,,Si,0.00,,,,$ 160.00,$ 71.00,,$ 70.79,No,,,,No,Si
CAPTOPRIL 25MG TABLETA,captopril-25mg-tableta,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216792579,,,,,,Si,5DN312A,,01/04/2027,Si,2.00,,0.00,,$ 70.00,$ 9.00,,$ 8.19,No,,,,No,Si
CALCIO/ ERGOCALCIFEROL 600MG TABLETA (60),calcio-ergocalcifero-600mg-tableta,No,Si,AF OPERADORA DE NEGOCIOS,MEDICAMENTO,SALUD NATURAL,Unidad,714908100099,,,,,,Si,25540292,,01/05/2027,Si,1.00,,0.00,,$ 198.00,$ 100.00,,$ 99.59,No,,,,No,Si
CALAMINA SUSPENSION (CALADRYL),calamina-suspension-caladryl,No,Si,,MEDICAMENTO,JANSSEG-CILAG,Unidad,7501057005312,,,,,,Si,AW2349,,01/03/2027,Si,1.00,,0.00,,$ 195.00,$ 152.00,,$ 151.89,No,,,,No,Si
CALAMINA SUSPENSION (CALADRYL),calamina-suspension-caladryl,No,Si,,MEDICAMENTO,JANSSEG-CILAG,Unidad,7501057005312,,,,,,Si,AW3094,,01/03/2027,Si,1.00,,0.00,,$ 195.00,$ 152.00,,$ 151.89,No,,,,No,Si
CABESTRILLO MEDIANO,cabestrillo-mediano,No,Si,,MEDICAMENTO,,Unidad,,,,,,,No,,,,Si,1.00,0.00,,,$ 120.00,,,$ 57.76,No,,,,No,Si
BUTILHIOSCINA/METAMIZOL 10MG/250MG TABLETAS,butilhioscina-metamizol-10mg-250mg-grageas,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573900115,,,,,,Si,SH2535,,01/08/2027,Si,3.00,,0.00,,$ 95.00,$ 25.00,,$ 24.30,No,,,,No,Si
BUTILHIOSCINA 10 MG TABLETAS,butilhioscina-10-mg-tabletas,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573900535,,,,,,Si,SG2444,,01/07/2026,Si,1.00,,0.00,,$ 80.00,$ 8.00,,$ 7.32,No,,,,No,Si
BUTILHIOSCINA 10 MG TABLETAS,butilhioscina-10-mg-tabletas,No,Si,BIOMEP,MEDICAMENTO,BIOMEP,Unidad,7501573900535,,,,,,Si,SG2443,,01/07/2026,Si,1.00,,0.00,,$ 80.00,$ 8.00,,$ 7.32,No,,,,No,Si
BUTILHIOSCINA 10mg TABLETAS,butilhioscina-10mg-tabletas,No,Si,LOEFFLER,MEDICAMENTO,LOEFFLER,Unidad,7502211789901,,,,,,Si,045025,,01/02/2027,Si,0.00,,0.00,,$ 80.00,$ 16.00,,$ 15.79,No,,,,No,Si
BUTILHIOSCINA 10MG TABLETA,butilhioscina-10mg-tableta,No,Si,AMSA,MEDICAMENTO,,Unidad,7501349024601,,,,,,Si,,,,Si,0.00,,,,$ 80.00,$ 19.00,,$ 18.49,No,,,,No,Si
BUDESONIDA 0.500MG/2ML SUSPENSION INYECTABLE,budesonida-0-500mg-2ml-suspension-inyectable,No,Si,DANKEL MEDICAL,MEDICAMENTO,,Unidad,7502256040524,,,,,,Si,,,,Si,0.00,,,,$ 260.00,$ 116.00,,$ 115.29,No,,,,No,Si
BUDESONIDA 0.500MG/ 2ML SOLUCION INYECTABLEC/U,budesonida-0-500mg-2ml-solucion-c-u,No,Si,,MEDICAMENTO,,Unidad,100,,,,,,No,,,,Si,0.00,1.00,,,$ 55.00,$ 30.00,,$ 30.00,No,,,,No,Si
